Faction,Unit,Tier,Models,BSData_pts,MFM_pts,Difference,Status,Row_type,Wargear_note
Space Wolves,Land Speeder,1st-2nd,1,,95,,unmatched,unit,
Space Wolves,Land Speeder,3rd+,1,,105,,unmatched,unit,
Space Wolves,Librarian,standard,1,65,60,-5,decreased,unit,
Space Wolves,Librarian In Phobos Armour,standard,1,70,70,0,unchanged,unit,
Space Wolves,Librarian In Terminator Armour,standard,1,75,75,0,unchanged,unit,
Space Wolves,Lieutenant,standard,1,55,45,-10,decreased,unit,
Space Wolves,Lieutenant In Phobos Armour,standard,1,55,45,-10,decreased,unit,
Space Wolves,Lieutenant In Reiver Armour,standard,1,55,45,-10,decreased,unit,
Space Wolves,Lieutenant With Combi-Weapon,standard,1,85,85,0,unchanged,unit,
Space Wolves,Logan Grimnar,standard,1,110,110,0,unchanged,unit,
Space Wolves,Murderfang,standard,1,150,150,0,unchanged,unit,
Space Wolves,Njal Stormcaller,standard,1,85,85,0,unchanged,unit,
Space Wolves,Outrider Squad,standard,3,80,70,-10,decreased,unit,
Space Wolves,Outrider Squad,standard,6,160,140,-20,decreased,unit,
Space Wolves,Predator Annihilator,1st-2nd,1,135,135,0,unchanged,unit,
Space Wolves,Predator Annihilator,3rd+,1,145,145,0,unchanged,unit,
Space Wolves,Predator Destructor,1st-2nd,1,140,140,0,unchanged,unit,
Space Wolves,Predator Destructor,3rd+,1,150,150,0,unchanged,unit,
Space Wolves,Ragnar Blackmane,standard,1,100,100,0,unchanged,unit,
Space Wolves,Razorback,standard,1,95,95,0,unchanged,unit,
Space Wolves,Redemptor Dreadnought,1st-2nd,1,205,195,-10,decreased,unit,
Space Wolves,Redemptor Dreadnought,3rd+,1,220,210,-10,decreased,unit,
Space Wolves,Redemptor Dreadnought with Macro plasma incinerator,,,,10,,,wargear,per Macro plasma incinerator
Space Wolves,Reiver Squad,standard,5,80,75,-5,decreased,unit,
Space Wolves,Reiver Squad,standard,10,160,150,-10,decreased,unit,
Space Wolves,Repulsor,1st-2nd,1,180,170,-10,decreased,unit,
Space Wolves,Repulsor,3rd+,1,200,190,-10,decreased,unit,
Space Wolves,Repulsor Executioner,1st-2nd,1,230,230,0,unchanged,unit,
Space Wolves,Repulsor Executioner,3rd+,1,250,250,0,unchanged,unit,
Space Wolves,Rhino,standard,1,75,75,0,unchanged,unit,
Space Wolves,Scout Squad,1st-2nd,5,70,65,-5,decreased,unit,
Space Wolves,Scout Squad,1st-2nd,10,140,120,-20,decreased,unit,
Space Wolves,Scout Squad,3rd+,5,80,75,-5,decreased,unit,
Space Wolves,Scout Squad,3rd+,10,150,130,-20,decreased,unit,
Space Wolves,Sternguard Veteran Squad,standard,5,100,100,0,unchanged,unit,
Space Wolves,Sternguard Veteran Squad,standard,10,200,190,-10,decreased,unit,
Space Wolves,Storm Speeder Hailstrike,1st-2nd,1,115,105,-10,decreased,unit,
Space Wolves,Storm Speeder Hailstrike,3rd+,1,125,115,-10,decreased,unit,
Space Wolves,Storm Speeder Hammerstrike,1st-2nd,1,125,130,5,increased,unit,
Space Wolves,Storm Speeder Hammerstrike,3rd+,1,135,140,5,increased,unit,
Space Wolves,Storm Speeder Thunderstrike,1st-2nd,1,135,135,0,unchanged,unit,
Space Wolves,Storm Speeder Thunderstrike,3rd+,1,145,145,0,unchanged,unit,
Space Wolves,Stormhawk Interceptor,standard,1,155,155,0,unchanged,unit,
Space Wolves,Stormraven Gunship,1st-2nd,1,280,280,0,unchanged,unit,
Space Wolves,Stormraven Gunship,3rd+,1,300,300,0,unchanged,unit,
Space Wolves,Stormtalon Gunship,standard,1,165,165,0,unchanged,unit,
Space Wolves,Suppressor Squad,standard,3,75,75,0,unchanged,unit,
Space Wolves,Techmarine,standard,1,55,55,0,unchanged,unit,
Space Wolves,Terminator Assault Squad,standard,5,180,155,-25,decreased,unit,
Space Wolves,Terminator Assault Squad,standard,10,360,310,-50,decreased,unit,
Space Wolves,Terminator Assault Squad with Thunder Hammer,,,,5,,,wargear,per Thunder Hammer
Space Wolves,Terminator Squad,standard,5,170,160,-10,decreased,unit,
Space Wolves,Terminator Squad,standard,10,340,320,-20,decreased,unit,
Space Wolves,Thunderhawk Gunship,standard,1,840,840,0,unchanged,unit,
Space Wolves,Thunderwolf Cavalry,1st-2nd,3,115,100,-15,decreased,unit,
Space Wolves,Thunderwolf Cavalry,1st-2nd,6,230,200,-30,decreased,unit,
Space Wolves,Thunderwolf Cavalry,3rd+,3,125,110,-15,decreased,unit,
Space Wolves,Thunderwolf Cavalry,3rd+,6,240,210,-30,decreased,unit,
Space Wolves,Thunderwolf Cavalry with Storm Shield,,,,5,,,wargear,per Storm Shield
Space Wolves,Ulrik The Slayer,standard,1,70,70,0,unchanged,unit,
Space Wolves,Vanguard Veteran Squad With Jump Packs,1st-2nd,5,100,100,0,unchanged,unit,
Space Wolves,Vanguard Veteran Squad With Jump Packs,1st-2nd,10,200,200,0,unchanged,unit,
Space Wolves,Vanguard Veteran Squad With Jump Packs,3rd+,5,110,110,0,unchanged,unit,
Space Wolves,Vanguard Veteran Squad With Jump Packs,3rd+,10,210,210,0,unchanged,unit,
Space Wolves,Venerable Dreadnought,1st-2nd,1,130,125,-5,decreased,unit,
Space Wolves,Venerable Dreadnought,3rd+,1,140,135,-5,decreased,unit,
Space Wolves,Vindicator,1st-2nd,1,185,185,0,unchanged,unit,
Space Wolves,Vindicator,3rd+,1,200,200,0,unchanged,unit,
Space Wolves,Whirlwind,1st-2nd,1,190,175,-15,decreased,unit,
Space Wolves,Whirlwind,3rd+,1,210,195,-15,decreased,unit,
Space Wolves,Wolf Guard Battle Leader,standard,1,65,65,0,unchanged,unit,
Space Wolves,Wolf Guard Terminators,1st-2nd,5,170,150,-20,decreased,unit,
Space Wolves,Wolf Guard Terminators,1st-2nd,10,340,300,-40,decreased,unit,
Space Wolves,Wolf Guard Terminators,3rd+,5,180,160,-20,decreased,unit,
Space Wolves,Wolf Guard Terminators,3rd+,10,350,310,-40,decreased,unit,
Space Wolves,Wolf Guard Terminators with Storm Shield,,,,5,,,wargear,per Storm Shield
Space Wolves,Wolf Priest,standard,1,70,70,0,unchanged,unit,
Space Wolves,Wolf Scouts,1st-2nd,6,105,95,-10,decreased,unit,
Space Wolves,Wolf Scouts,1st-2nd,12,210,190,-20,decreased,unit,
Space Wolves,Wolf Scouts,3rd+,6,115,105,-10,decreased,unit,
Space Wolves,Wolf Scouts,3rd+,12,220,200,-20,decreased,unit,
Space Wolves,Wulfen,1st-2nd,5,85,85,0,unchanged,unit,
Space Wolves,Wulfen,1st-2nd,10,170,170,0,unchanged,unit,
Space Wolves,Wulfen,3rd+,5,95,95,0,unchanged,unit,
Space Wolves,Wulfen,3rd+,10,180,180,0,unchanged,unit,
Space Wolves,Wulfen Dreadnought,1st-2nd,1,135,135,0,unchanged,unit,
Space Wolves,Wulfen Dreadnought,3rd+,1,145,145,0,unchanged,unit,
Space Wolves,Wulfen With Storm Shields,1st-2nd,5,100,100,0,unchanged,unit,
Space Wolves,Wulfen With Storm Shields,1st-2nd,10,200,200,0,unchanged,unit,
Space Wolves,Wulfen With Storm Shields,3rd+,5,110,110,0,unchanged,unit,
Space Wolves,Wulfen With Storm Shields,3rd+,10,210,210,0,unchanged,unit,
T'au Empire,Ax-1-0 Tiger Shark,1st-2nd,1,315,315,0,unchanged,unit,
T'au Empire,Ax-1-0 Tiger Shark,3rd+,1,375,375,0,unchanged,unit,
T'au Empire,Breacher Team,standard,10,90,90,0,unchanged,unit,
T'au Empire,Broadside Battlesuits,1st-2nd,1,80,75,-5,decreased,unit,
T'au Empire,Broadside Battlesuits,1st-2nd,2,170,150,-20,decreased,unit,
T'au Empire,Broadside Battlesuits,1st-2nd,3,270,240,-30,decreased,unit,
T'au Empire,Broadside Battlesuits,3rd+,1,100,95,-5,decreased,unit,
T'au Empire,Broadside Battlesuits,3rd+,2,190,170,-20,decreased,unit,
T'au Empire,Broadside Battlesuits,3rd+,3,290,260,-30,decreased,unit,
T'au Empire,Broadside Battlesuits with High-yield missile pods,,,,5,,,wargear,per High-yield missile pods
T'au Empire,Cadre Fireblade,standard,1,50,50,0,unchanged,unit,
T'au Empire,Commander Farsight,standard,1,85,80,-5,decreased,unit,
T'au Empire,Commander In Coldstar Battlesuit,standard,1,95,95,0,unchanged,unit,
T'au Empire,Commander In Enforcer Battlesuit,standard,1,80,80,0,unchanged,unit,
T'au Empire,Commander Shadowsun,standard,1,100,100,0,unchanged,unit,
T'au Empire,Crisis Fireknife Battlesuits,1st-2nd,3,120,100,-20,decreased,unit,
T'au Empire,Crisis Fireknife Battlesuits,3rd+,3,130,110,-20,decreased,unit,
T'au Empire,Crisis Fireknife Battlesuits with Missile pod,,,,5,,,wargear,per Missile pod
T'au Empire,Crisis Starscythe Battlesuits,1st-2nd,3,110,90,-20,decreased,unit,
T'au Empire,Crisis Starscythe Battlesuits,3rd+,3,120,100,-20,decreased,unit,
T'au Empire,Crisis Starscythe Battlesuits with T'au flamer,,,,5,,,wargear,per T'au flamer
T'au Empire,Crisis Sunforge Battlesuits,1st-2nd,3,140,125,-15,decreased,unit,
T'au Empire,Crisis Sunforge Battlesuits,3rd+,3,150,135,-15,decreased,unit,
T'au Empire,Darkstrider,standard,1,60,60,0,unchanged,unit,
T'au Empire,Devilfish,standard,1,85,85,0,unchanged,unit,
T'au Empire,Ethereal,standard,1,50,50,0,unchanged,unit,
T'au Empire,Firesight Team,standard,1,60,55,-5,decreased,unit,
T'au Empire,Ghostkeel Battlesuit,1st-2nd,1,160,150,-10,decreased,unit,
T'au Empire,Ghostkeel Battlesuit,3rd+,1,170,160,-10,decreased,unit,
T'au Empire,Ghostkeel Battlesuit with Cyclic Ion Raker,,,,10,,,wargear,per Cyclic Ion Raker
T'au Empire,Hammerhead Gunship,1st-2nd,1,145,140,-5,decreased,unit,
T'au Empire,Hammerhead Gunship,3rd+,1,155,150,-5,decreased,unit,
T'au Empire,Kroot Carnivores,standard,10,65,65,0,unchanged,unit,
T'au Empire,Kroot Carnivores,standard,20,140,130,-10,decreased,unit,
T'au Empire,Kroot Farstalkers,1st-2nd,12,85,75,-10,decreased,unit,
T'au Empire,Kroot Farstalkers,3rd+,12,95,85,-10,decreased,unit,
T'au Empire,Kroot Flesh Shaper,standard,1,45,45,0,unchanged,unit,
T'au Empire,Kroot Hounds,standard,5,40,45,5,increased,unit,
T'au Empire,Kroot Hounds,standard,10,80,65,-15,decreased,unit,
T'au Empire,Kroot Lone-Spear,standard,1,80,80,0,unchanged,unit,
T'au Empire,Kroot Trail Shaper,standard,1,55,50,-5,decreased,unit,
T'au Empire,Kroot War Shaper,standard,1,50,60,10,increased,unit,
T'au Empire,Krootox Rampagers,1st-2nd,3,85,85,0,unchanged,unit,
T'au Empire,Krootox Rampagers,1st-2nd,6,170,170,0,unchanged,unit,
T'au Empire,Krootox Rampagers,3rd+,3,95,95,0,unchanged,unit,
T'au Empire,Krootox Rampagers,3rd+,6,180,180,0,unchanged,unit,
T'au Empire,Krootox Riders,standard,1,40,45,5,increased,unit,
T'au Empire,Krootox Riders,standard,2,60,60,0,unchanged,unit,
T'au Empire,Krootox Riders,standard,3,90,90,0,unchanged,unit,
T'au Empire,Manta,standard,1,2100,2100,0,unchanged,unit,
T'au Empire,Pathfinder Team,standard,10,90,80,-10,decreased,unit,
T'au Empire,Pathfinder Team with Ion rifle,,,,5,,,wargear,per Ion rifle
T'au Empire,Piranhas,1st-2nd,1,,65,,unmatched,unit,
T'au Empire,Piranhas,1st-2nd,2,,110,,unmatched,unit,
T'au Empire,Piranhas,1st-2nd,3,,165,,unmatched,unit,
T'au Empire,Piranhas,3rd+,1,,75,,unmatched,unit,
T'au Empire,Piranhas,3rd+,2,,120,,unmatched,unit,
T'au Empire,Piranhas,3rd+,3,,175,,unmatched,unit,
T'au Empire,Razorshark Strike Fighter,standard,1,170,160,-10,decreased,unit,
T'au Empire,Riptide Battlesuit,1st-2nd,1,200,180,-20,decreased,unit,
T'au Empire,Riptide Battlesuit,3rd+,1,230,210,-20,decreased,unit,
T'au Empire,Riptide Battlesuit with Ion accelerator,,,,20,,,wargear,per Ion accelerator
T'au Empire,Sky Ray Gunship,standard,1,150,140,-10,decreased,unit,
T'au Empire,Stealth Battlesuits,1st-2nd,5,100,100,0,unchanged,unit,
T'au Empire,Stealth Battlesuits,3rd+,5,110,110,0,unchanged,unit,
T'au Empire,Stormsurge,1st-2nd,1,360,360,0,unchanged,unit,
T'au Empire,Stormsurge,3rd+,1,385,385,0,unchanged,unit,
T'au Empire,Strike Team,standard,10,70,70,0,unchanged,unit,
T'au Empire,Sun Shark Bomber,standard,1,160,150,-10,decreased,unit,
T'au Empire,Ta'Unar Supremacy Armour,1st-2nd,1,790,790,0,unchanged,unit,
T'au Empire,Ta'Unar Supremacy Armour,3rd+,1,890,890,0,unchanged,unit,
T'au Empire,The Twin Lance,standard,2,185,205,20,increased,unit,
T'au Empire,Tidewall Droneport,standard,1,85,85,0,unchanged,unit,
T'au Empire,Tidewall Gunrig,standard,1,90,90,0,unchanged,unit,
T'au Empire,Tidewall Shieldline,standard,1,85,85,0,unchanged,unit,
T'au Empire,Tiger Shark,1st-2nd,1,325,325,0,unchanged,unit,
T'au Empire,Tiger Shark,3rd+,1,375,375,0,unchanged,unit,
T'au Empire,Vespid Stingwings,standard,5,65,70,5,increased,unit,
T'au Empire,Vespid Stingwings,standard,10,130,115,-15,decreased,unit,
Thousand Sons,Ahriman,standard,1,100,100,0,unchanged,unit,
Thousand Sons,Blue Horrors,standard,10,90,90,0,unchanged,unit,
Thousand Sons,Chaos Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
Thousand Sons,Chaos Land Raider,3rd+,1,240,240,0,unchanged,unit,
Thousand Sons,Chaos Predator Annihilator,1st-2nd,1,130,130,0,unchanged,unit,
Thousand Sons,Chaos Predator Annihilator,3rd+,1,140,140,0,unchanged,unit,
Thousand Sons,Chaos Predator Destructor,1st-2nd,1,130,130,0,unchanged,unit,
Thousand Sons,Chaos Predator Destructor,3rd+,1,140,140,0,unchanged,unit,
Thousand Sons,Chaos Rhino,standard,1,90,90,0,unchanged,unit,
Thousand Sons,Chaos Spawn,standard,2,65,65,0,unchanged,unit,
Thousand Sons,Chaos Vindicator,1st-2nd,1,185,185,0,unchanged,unit,
Thousand Sons,Chaos Vindicator,3rd+,1,195,195,0,unchanged,unit,
Thousand Sons,Daemon Prince Of Tzeentch,standard,1,180,170,-10,decreased,unit,
Thousand Sons,Daemon Prince Of Tzeentch With Wings,1st-2nd,1,170,170,0,unchanged,unit,
Thousand Sons,Daemon Prince Of Tzeentch With Wings,3rd+,1,180,180,0,unchanged,unit,
Thousand Sons,Defiler,1st-2nd,1,250,290,40,increased,unit,
Thousand Sons,Defiler,3rd+,1,280,320,40,increased,unit,
Thousand Sons,Defiler with Hades lascannon,,,,10,,,wargear,per Hades lascannon
Thousand Sons,Defiler with Heavy reaper autocannon,,,,10,,,wargear,per Heavy reaper autocannon
Thousand Sons,Exalted Sorcerer,standard,1,80,90,10,increased,unit,
Thousand Sons,Exalted Sorcerer On Disc Of Tzeentch,standard,1,100,90,-10,decreased,unit,
Thousand Sons,Flamers,standard,3,65,65,0,unchanged,unit,
Thousand Sons,Flamers,standard,6,130,130,0,unchanged,unit,
Thousand Sons,Forgefiend,1st-2nd,1,130,135,5,increased,unit,
Thousand Sons,Forgefiend,3rd+,1,140,145,5,increased,unit,
Thousand Sons,Helbrute,standard,1,110,110,0,unchanged,unit,
Thousand Sons,Heldrake,standard,1,215,175,-40,decreased,unit,
Thousand Sons,Infernal Master,standard,1,95,95,0,unchanged,unit,
Thousand Sons,Kairos Fateweaver,standard,1,295,295,0,unchanged,unit,
Thousand Sons,Lord Of Change,1st-2nd,1,285,300,15,increased,unit,
Thousand Sons,Lord Of Change,3rd+,1,300,315,15,increased,unit,
Thousand Sons,Magnus The Red,standard,1,435,455,20,increased,unit,
Thousand Sons,Maulerfiend,1st-2nd,1,120,120,0,unchanged,unit,
Thousand Sons,Maulerfiend,3rd+,1,130,130,0,unchanged,unit,
Thousand Sons,Mutalith Vortex Beast,1st-2nd,1,170,170,0,unchanged,unit,
Thousand Sons,Mutalith Vortex Beast,3rd+,1,190,190,0,unchanged,unit,
Thousand Sons,Pink Horrors,standard,10,115,115,0,unchanged,unit,
Thousand Sons,Rubric Marines,standard,5,100,100,0,unchanged,unit,
Thousand Sons,Rubric Marines,standard,5,100,110,10,increased,unit,
Thousand Sons,Rubric Marines,standard,10,190,190,0,unchanged,unit,
Thousand Sons,Rubric Marines,standard,10,190,200,10,increased,unit,
Thousand Sons,Scarab Occult Terminators,1st-2nd,5,180,180,0,unchanged,unit,
Thousand Sons,Scarab Occult Terminators,1st-2nd,10,360,370,10,increased,unit,
Thousand Sons,Scarab Occult Terminators,3rd+,5,195,195,0,unchanged,unit,
Thousand Sons,Scarab Occult Terminators,3rd+,10,375,385,10,increased,unit,
Thousand Sons,Screamers,standard,3,80,80,0,unchanged,unit,
Thousand Sons,Screamers,standard,6,160,160,0,unchanged,unit,
Thousand Sons,Sekhetar Robots,standard,2,80,80,0,unchanged,unit,
Thousand Sons,Sekhetar Robots,standard,4,160,160,0,unchanged,unit,
Thousand Sons,Sorcerer,standard,1,80,85,5,increased,unit,
Thousand Sons,Sorcerer In Terminator Armour,1st-2nd,1,85,95,10,increased,unit,
Thousand Sons,Sorcerer In Terminator Armour,3rd+,1,95,105,10,increased,unit,
Thousand Sons,Tzaangor Enlightened,standard,3,45,45,0,unchanged,unit,
Thousand Sons,Tzaangor Enlightened,standard,6,90,90,0,unchanged,unit,
Thousand Sons,Tzaangor Enlightened With Fatecaster Greatbows,standard,3,55,55,0,unchanged,unit,
Thousand Sons,Tzaangor Enlightened With Fatecaster Greatbows,standard,6,110,110,0,unchanged,unit,
Thousand Sons,Tzaangor Shaman,standard,1,60,60,0,unchanged,unit,
Thousand Sons,Tzaangors,standard,10,70,75,5,increased,unit,
Thousand Sons,Tzaangors,standard,20,160,145,-15,decreased,unit,
Titan Legions,Warbringer Nemesis Titan,standard,1,2600,2600,0,unchanged,unit,
Titan Legions,Warhound Titan,standard,1,1100,1100,0,unchanged,unit,
Titan Legions,Warlord Titan,standard,1,3500,3500,0,unchanged,unit,
Tyranids,Barbgaunts,standard,5,55,55,0,unchanged,unit,
Tyranids,Barbgaunts,standard,10,110,110,0,unchanged,unit,
Tyranids,Biovores,standard,1,,60,,unmatched,unit,
Tyranids,Biovores,standard,2,,100,,unmatched,unit,
Tyranids,Biovores,standard,3,,140,,unmatched,unit,
Tyranids,Broodlord,standard,1,80,80,0,unchanged,unit,
Tyranids,Carnifexes,standard,1,,90,,unmatched,unit,
Tyranids,Carnifexes,standard,2,,180,,unmatched,unit,
Tyranids,Deathleaper,standard,1,80,80,0,unchanged,unit,
Tyranids,Exocrine,1st-2nd,1,140,140,0,unchanged,unit,
Tyranids,Exocrine,3rd+,1,150,150,0,unchanged,unit,
Tyranids,Gargoyles,standard,10,85,80,-5,decreased,unit,
Tyranids,Gargoyles,standard,20,170,155,-15,decreased,unit,
Tyranids,Genestealers,1st-2nd,5,75,75,0,unchanged,unit,
Tyranids,Genestealers,1st-2nd,10,140,140,0,unchanged,unit,
Tyranids,Genestealers,3rd+,5,85,85,0,unchanged,unit,
Tyranids,Genestealers,3rd+,10,150,150,0,unchanged,unit,
Tyranids,Harpy,standard,1,215,185,-30,decreased,unit,
Tyranids,Harridan,1st-2nd,1,610,610,0,unchanged,unit,
Tyranids,Harridan,3rd+,1,660,660,0,unchanged,unit,
Tyranids,Haruspex,1st-2nd,1,125,125,0,unchanged,unit,
Tyranids,Haruspex,3rd+,1,135,135,0,unchanged,unit,
Tyranids,Hierophant,1st-2nd,1,810,810,0,unchanged,unit,
Tyranids,Hierophant,3rd+,1,910,910,0,unchanged,unit,
Tyranids,Hive Crone,standard,1,200,170,-30,decreased,unit,
Tyranids,Hive Guard,1st-2nd,3,90,80,-10,decreased,unit,
Tyranids,Hive Guard,1st-2nd,6,180,160,-20,decreased,unit,
Tyranids,Hive Guard,3rd+,3,100,90,-10,decreased,unit,
Tyranids,Hive Guard,3rd+,6,190,170,-20,decreased,unit,
Tyranids,Hive Tyrant,standard,1,195,195,0,unchanged,unit,
Tyranids,Hormagaunts,standard,10,65,70,5,increased,unit,
Tyranids,Hormagaunts,standard,20,130,120,-10,decreased,unit,
Tyranids,Hyperadapted Raveners,1st-2nd,5,165,165,0,unchanged,unit,
Tyranids,Hyperadapted Raveners,3rd+,5,175,175,0,unchanged,unit,
Tyranids,Lictor,standard,1,60,60,0,unchanged,unit,
Tyranids,Maleceptor,1st-2nd,1,170,180,10,increased,unit,
Tyranids,Maleceptor,3rd+,1,180,190,10,increased,unit,
Tyranids,Mawloc,standard,1,135,135,0,unchanged,unit,
Tyranids,Mucolid Spores,standard,1,,30,,unmatched,unit,
Tyranids,Mucolid Spores,standard,2,,60,,unmatched,unit,
Tyranids,Neurogaunts,standard,11,45,45,0,unchanged,unit,
Tyranids,Neurogaunts,standard,22,90,90,0,unchanged,unit,
Tyranids,Neurolictor,1st-2nd,1,70,80,10,increased,unit,
Tyranids,Neurolictor,3rd+,1,80,90,10,increased,unit,
Tyranids,Neurotyrant,standard,1,105,115,10,increased,unit,
Tyranids,Norn Assimilator,1st-2nd,1,275,250,-25,decreased,unit,
Tyranids,Norn Assimilator,3rd+,1,295,270,-25,decreased,unit,
Tyranids,Norn Emissary,1st-2nd,1,260,250,-10,decreased,unit,
Tyranids,Norn Emissary,3rd+,1,280,270,-10,decreased,unit,
Tyranids,Old One Eye,standard,1,150,140,-10,decreased,unit,
Tyranids,Parasite Of Mortrex,standard,1,80,70,-10,decreased,unit,
Tyranids,Psychophage,standard,1,110,110,0,unchanged,unit,
Tyranids,Pyrovores,1st-2nd,1,40,45,5,increased,unit,
Tyranids,Pyrovores,1st-2nd,2,70,65,-5,decreased,unit,
Tyranids,Pyrovores,1st-2nd,3,105,95,-10,decreased,unit,
Tyranids,Pyrovores,3rd+,1,50,55,5,increased,unit,
Tyranids,Pyrovores,3rd+,2,80,75,-5,decreased,unit,
Tyranids,Pyrovores,3rd+,3,115,105,-10,decreased,unit,
Tyranids,Raveners,1st-2nd,5,125,125,0,unchanged,unit,
Tyranids,Raveners,3rd+,5,135,135,0,unchanged,unit,
Tyranids,Ripper Swarms,standard,1,25,30,5,increased,unit,
Tyranids,Ripper Swarms,standard,2,40,40,0,unchanged,unit,
Tyranids,Ripper Swarms,standard,3,50,50,0,unchanged,unit,
Tyranids,Screamer-Killer,1st-2nd,1,125,125,0,unchanged,unit,
Tyranids,Screamer-Killer,3rd+,1,135,135,0,unchanged,unit,
Tyranids,Spore Mines,standard,3,55,55,0,unchanged,unit,
Tyranids,Spore Mines,standard,6,110,110,0,unchanged,unit,
Tyranids,Sporocyst,standard,1,145,145,0,unchanged,unit,
Tyranids,Termagants,standard,10,60,60,0,unchanged,unit,
Tyranids,Termagants,standard,20,120,110,-10,decreased,unit,
Tyranids,Tervigon,standard,1,160,160,0,unchanged,unit,
Tyranids,The Red Terror,standard,1,130,130,0,unchanged,unit,
Tyranids,The Swarmlord,standard,1,220,210,-10,decreased,unit,
Tyranids,Toxicrene,standard,1,150,135,-15,decreased,unit,
Tyranids,Trygon,standard,1,140,140,0,unchanged,unit,
Tyranids,Tyranid Prime With Lash Whip,standard,1,65,75,10,increased,unit,
Tyranids,Tyranid Warriors With Melee Bio-Weapons,standard,3,75,75,0,unchanged,unit,
Tyranids,Tyranid Warriors With Melee Bio-Weapons,standard,6,150,150,0,unchanged,unit,
Tyranids,Tyranid Warriors With Ranged Bio-Weapons,standard,3,65,60,-5,decreased,unit,
Tyranids,Tyranid Warriors With Ranged Bio-Weapons,standard,6,130,120,-10,decreased,unit,
Tyranids,Tyrannocyte,standard,1,105,90,-15,decreased,unit,
Tyranids,Tyrannofex,1st-2nd,1,200,180,-20,decreased,unit,
Tyranids,Tyrannofex,3rd+,1,210,190,-20,decreased,unit,
Tyranids,Tyrannofex with Acid spray,,,,10,,,wargear,per Acid spray
Tyranids,Tyrannofex with Rupture cannon,,,,20,,,wargear,per Rupture cannon
Tyranids,Tyrant Guard,standard,3,80,80,0,unchanged,unit,
Tyranids,Tyrant Guard,standard,6,160,160,0,unchanged,unit,
Tyranids,Venomthropes,standard,3,70,55,-15,decreased,unit,
Tyranids,Venomthropes,standard,6,140,110,-30,decreased,unit,
Tyranids,Von Ryan'S Leapers,standard,3,70,60,-10,decreased,unit,
Tyranids,Von Ryan'S Leapers,standard,6,140,120,-20,decreased,unit,
Tyranids,Winged Hive Tyrant,standard,1,170,185,15,increased,unit,
Tyranids,Winged Tyranid Prime,standard,1,65,65,0,unchanged,unit,
Tyranids,Zoanthropes,standard,3,100,100,0,unchanged,unit,
Tyranids,Zoanthropes,standard,6,200,200,0,unchanged,unit,
World Eaters,Angron,standard,1,340,350,10,increased,unit,
World Eaters,Bloodcrushers,1st-2nd,3,110,95,-15,decreased,unit,
World Eaters,Bloodcrushers,1st-2nd,6,220,180,-40,decreased,unit,
World Eaters,Bloodcrushers,3rd+,3,120,105,-15,decreased,unit,
World Eaters,Bloodcrushers,3rd+,6,230,190,-40,decreased,unit,
World Eaters,Bloodletters,standard,10,90,90,0,unchanged,unit,
World Eaters,Bloodthirster,1st-2nd,1,305,320,15,increased,unit,
World Eaters,Bloodthirster,3rd+,1,320,335,15,increased,unit,
World Eaters,Chaos Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
World Eaters,Chaos Land Raider,3rd+,1,240,240,0,unchanged,unit,
World Eaters,Chaos Predator Annihilator,1st-2nd,1,145,135,-10,decreased,unit,
World Eaters,Chaos Predator Annihilator,3rd+,1,155,145,-10,decreased,unit,
World Eaters,Chaos Predator Destructor,3rd+,1,145,145,0,unchanged,unit,
World Eaters,Chaos Rhino,standard,1,85,85,0,unchanged,unit,
World Eaters,Chaos Spawn,standard,2,90,95,5,increased,unit,
World Eaters,Chaos Terminators,1st-2nd,5,175,175,0,unchanged,unit,
World Eaters,Chaos Terminators,1st-2nd,10,350,350,0,unchanged,unit,
World Eaters,Chaos Terminators,3rd+,5,185,185,0,unchanged,unit,
World Eaters,Chaos Terminators,3rd+,10,360,360,0,unchanged,unit,
World Eaters,Daemon Prince Of Khorne,standard,1,200,200,0,unchanged,unit,
World Eaters,Daemon Prince Of Khorne With Wings,standard,1,180,170,-10,decreased,unit,
World Eaters,Defiler,1st-2nd,1,250,270,20,increased,unit,
World Eaters,Defiler,3rd+,1,280,300,20,increased,unit,
World Eaters,Defiler with Hades lascannon,,,,10,,,wargear,per Hades lascannon
World Eaters,Defiler with Heavy reaper autocannon,,,,10,,,wargear,per Heavy reaper autocannon
World Eaters,Eightbound,1st-2nd,3,135,135,0,unchanged,unit,
World Eaters,Eightbound,1st-2nd,6,270,270,0,unchanged,unit,
World Eaters,Eightbound,3rd+,3,145,145,0,unchanged,unit,
World Eaters,Eightbound,3rd+,6,280,280,0,unchanged,unit,
World Eaters,Exalted Eightbound,1st-2nd,3,140,140,0,unchanged,unit,
World Eaters,Exalted Eightbound,1st-2nd,6,280,280,0,unchanged,unit,
World Eaters,Exalted Eightbound,3rd+,3,150,150,0,unchanged,unit,
World Eaters,Exalted Eightbound,3rd+,6,290,290,0,unchanged,unit,
World Eaters,Flesh Hounds,standard,5,75,75,0,unchanged,unit,
World Eaters,Flesh Hounds,standard,10,150,150,0,unchanged,unit,
World Eaters,Forgefiend,1st-2nd,1,165,160,-5,decreased,unit,
World Eaters,Forgefiend,3rd+,1,180,175,-5,decreased,unit,
World Eaters,Goremongers,standard,8,75,75,0,unchanged,unit,
